Name,Address,Contact,Map Link,rating,No of reviews,Social media / website,Menu Link,Restaurant Keyword,Restaurant Speciality
Casa Della Pizza,"Strada Mihail Kogălniceanu 62, MD-2012, Chișinău, Молдова",+37(368)840830,https://maps.app.goo.gl/yzNnSPtS8qgFk5Jd9,4.5,549,https://casadellapizza.md/ru,None,Italian Cuisine,"Italian, pizza"
Casa Della Pizza,"Strada Mihail Kogălniceanu 62, MD-2012, Chișinău",+37(368)840830,https://maps.app.goo.gl/z4qetCc9zcJWXdvo8,4.5,549,http://casadellapizza.md/,None,Italian Cuisine,"Italian, pizza"
Casa Roz Bar,"Casa Roz Bar, Strada Columna 51, Chișinău, Moldova",None,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d2fa27d32cf:0xf626d8c7fc476fd3!8m2!3d47.0186993!4d28.8475995!16s%2Fg%2F11v0bz56rl?entry=ttu,5.0,45,None,None,Bar/beer,None
Catédra Café,"Catédra Café, 31 August 1989 St 137, MD-2004, Chișinău, Moldova",None,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97dc067e03edb:0x686b3d12f7f53e90!8m2!3d47.0270332!4d28.822206!16s%2Fg%2F11t81js_5s?entry=ttu,3.9,67,http://instagram.com/catedra_cafe?igshid=YmMyMTA2M2Y=,None,Mixed kitchen,"European, Asian, Vietnamese"
Cats Café,Strada Pușkin 32,+37(367)188919,https://www.google.com/maps/place/Cats+Caf%C3%A9/data=!4m7!3m6!1s0x40c97d75d00e8db1:0x2d9716a0d75c8857!8m2!3d47.0252385!4d28.8367769!16s%2Fg%2F11g1shg6cp!19sChIJsY0O0HV9yUARV4hc16AWly0?authuser=0&hl=ru&rclk=1,4.1,619,https://catscafe.md/,None,Fast Food,None
Charmat,"Charmat, Alexander Pushkin St 32, MD-2000, Chișinău, Moldova",+373 782 28 822,https://maps.app.goo.gl/CjCgudVkoiggAB2FA,4.8,28,https://charmat.md/,None,Italian Cuisine,"Italian, Mediterranean,"
Château Grill & Pub,"Château Grill & Pub, Strada:, Strada Nicolae H. Costin 67/1, MD-2071, Chișinău, Moldova",+373 699 40 808,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40cbd61e8cd60feb:0xbceb40efff8404c1!8m2!3d47.0424396!4d28.7714133!16s%2Fg%2F1hf5dw7hc?entry=ttu,4.4,368,None,None,Bar/beer,None
Chernomorka,"Chernomorka, Bulevardul Ștefan cel Mare și Sfînt 103, Chișinău 2012, MD-2012, Chișinău, Moldova",+373 685 30 505,https://maps.app.goo.gl/bXmWwNxPzgQck59j6,4.0,295,None,None,Bar/beer,"Bar, seafood, Mediterranean, pub"
Chi Wok,Strada Grigore Alexandrescu,+37(379)922288,https://www.google.com/maps/place/Chi+Wok/data=!4m7!3m6!1s0x40c97dfec23bc617:0x1dc025e7e22d26d4!8m2!3d47.0188476!4d28.8065165!16s%2Fg%2F11hym88v2y!19sChIJF8Y7wv59yUAR1CYt4uclwB0?authuser=0&hl=ru&rclk=1,3.2,16,https://www.straus.md/ru/restaurant/chi-wok/,None,Asian cuisine,"Wok, Ramen, Tom Yam"
Chi Wok,"Bulevardul Decebal 61, MD-2015, Chișinău, Молдова",+37(379)397979,https://maps.app.goo.gl/hoXPY1ZPxW6aLHeW6,4.3,341,None,None,Asian cuisine,"Wok, Ramen, Tom Yam"
ChiBox,"Bulevardul Dacia 31, Chișinău, Молдова",+37(322)106601,https://www.google.com/maps/place/ChiBox/data=!4m7!3m6!1s0x40c9796f1fc71933:0x74431030d670be06!8m2!3d46.9851122!4d28.8602098!16s%2Fg%2F11fsb9_4ql!19sChIJMxnHH295yUARBr5w1jAQQ3Q?authuser=0&hl=ru&rclk=1,3.3,281,http://www.chibox.md/,None,Asian cuisine,None
Chikapulya,"Chikapulya, Grigore Vieru Blvd 17/1, MD-2005, Chișinău, Moldova",+373 789 95 599,https://maps.app.goo.gl/pBWak6SpSwkXFKW46,4.3,448,https://www.facebook.com/Chikapulya/,None,Georgian cuisine,Khinkali
Chin Chin,"Chin Chin, Strada Arborilor 21, Chișinău, Moldova",+373 797 93 980,https://maps.app.goo.gl/53CnNHPW55qyrNjn7,4.8,1399,None,None,Asian cuisine,None
China Wok Express,"Strada Alecu Russo 3/1, MD-2068, Chișinău, Молдова",+37(378)022280,https://maps.app.goo.gl/3sJB4vC6LCpqcDHx9,3.7,34,None,None,Asian cuisine,None
Ciao Bella,"Ciao Bella, Mihai Eminescu Street 41/1, MD-2028, Chișinău, Moldova",+373 621 68 168,https://maps.app.goo.gl/FyyVp8xqNzydjfRo6,4.6,175,http://ciaobella.md/,None,Italian Cuisine,None
Ciao Cacao,"Ciao Cacao, Strada Arborilor 21, Chișinău, Moldova",+373 22 811 811,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97ea0308564d5:0xe6eb0b5221cbf968!8m2!3d47.004175!4d28.840793!16s%2Fg%2F11bw222cl7?entry=ttu,3.6,112,http://www.ciaocacao.md/,None,European cuisine,ice cream
Cinar,"Cinar, Mihai Viteazul St 20/1, MD-1020, Chișinău, Moldova",+373 683 37 377,https://maps.app.goo.gl/S7Hj1noZ6noUPZkf7,4.5,212,http://www.cinar.md/,None,Asian cuisine,"Japanese, European, East European"
Coffee Monkey,"Strada Pușkin 22, Chișinău, Молдова",+37(360)343431,https://maps.app.goo.gl/p8JVNc5R72k5t6Ck7,4.2,255,https://www.instagram.com/coffeemonkey_md/,None,Mixed kitchen,"coffee, breakfast, lunch"
Coffeelab,"Coffeelab, Dacia Blvd 27, Chișinău, Moldova",+373 692 90 905,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9795f2a3d8b23:0x246f9519dc9f9b4d!8m2!3d46.9860095!4d28.8585673!16s%2Fg%2F11rmqb4_j_?entry=ttu,4.8,71,None,None,Mixed kitchen,coffee
CoffeeMolka,"CoffeeMolka, 31 August 1989 St 78/3, MD-2012, Chișinău, Moldova",+373 799 56 474,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97dd5c5925057:0x19bcad32c6be881b!8m2!3d47.0236623!4d28.8301028!16s%2Fg%2F11v0b8ljv9?entry=ttu,4.7,12,None,None,Mixed kitchen,"Cafe, Turkish, Middle Eastern, Arabic"
Complement,"Strada Armenească 28, Chișinău, Молдова",+37(378)440888,https://www.google.com/maps/place/Complement/data=!4m7!3m6!1s0x40c97c2f8ecebbbb:0xff3e4c24a5d442f!8m2!3d47.0165229!4d28.8348858!16s%2Fg%2F11c70bk55k!19sChIJu7vOji98yUARL0RdSsLk8w8?authuser=0&hl=ru&rclk=1,4.7,404,http://www.fasebook.com/RestaurantComplement,None,European cuisine,"European, modern"
Cooper Karaoke Bar & Kitchen,Strada Albişoara 19,+37(360)071919,https://www.google.com/maps/place/Cooper+Karaoke+Bar+%26+Kitchen/data=!4m7!3m6!1s0x40c97c46e36eeb89:0x78c4d5cf1f232798!8m2!3d47.0270102!4d28.8527666!16s%2Fg%2F11gbxb4lgl!19sChIJietu40Z8yUARmCcjH8_VxHg?authuser=0&hl=ru&rclk=1,4.4,458,None,None,Bar/beer,None
Coral Café,"Coral Café, Bulevardul Moscova 23/1, Chișinău, Moldova",+373 602 00 804,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97ce1c047b569:0x28841d08858a8f46!8m2!3d47.0586349!4d28.866605!16s%2Fg%2F1q648b6qg?entry=ttu,4.2,934,None,None,European cuisine,"Pizza, soup"
Corso Pizza,"Corso Pizza, Mihai Eminescu Street 17, MD-2012, Chișinău, Moldova",+373 22 232 122,https://maps.app.goo.gl/uyFcCHjDZ8UeEDmn6,4.4,1025,http://corso.md/,None,Italian Cuisine,pizza
Covor Speakeasy Bar,"Covor Speakeasy Bar, Strada Ierusalim 7, Chișinău, Moldova",+373 690 03 600,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d4a1178049d:0x5cf2836cdfdc28d4!8m2!3d47.0306099!4d28.8386063!16s%2Fg%2F11tww7hfb9?entry=ttu,4.8,13,https://instagram.com/covor.bar.md,работают без меню,European cuisine,None
Craft Baza,"Strada Constantin Tănase 9, MD-2005, Chișinău, Молдова",+37(369)533833,https://maps.app.goo.gl/xBnXJvSU4aLJms3A6,4.6,283,https://www.instagram.com/craftbazamd/,None,Bar/beer,None
Crama Veche Restaurant,"Strada 31 August 1989 30, MD-2001, Chișinău, Молдова",+37(369)102381,https://www.google.com/maps/place/Crama+Veche+Restaurant/data=!4m7!3m6!1s0x40c97c23a74580ab:0x45ed75ae207055e!8m2!3d47.0134241!4d28.8434257!16s%2Fg%2F11cs5zs8nc!19sChIJq4BFpyN8yUARXgUH4lrXXgQ?authuser=0&hl=ru&rclk=1,4.4,150,https://www.facebook.com/cramaveche.restaurant/,None,European cuisine,None
Crazy Bubble,"Crazy Bubble, Strada Calea Ieşilor 9, Mircea cel Bătrân 3, Chișinău, Moldova",+373 691 07 888,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d0f048dac27:0x47391329d56e37b9!8m2!3d47.0379308!4d28.8078311!16s%2Fg%2F11khrmxx92?entry=ttu,4.4,81,https://www.facebook.com/crazybubblechisinau,None,Mixed kitchen,"coffee, bubble tea"
Crème de la Crème,"Crème de la Crème, Strada Alexandru cel Bun 98A, Chișinău, Moldova",+373 22 222 011,https://maps.app.goo.gl/RZMNa3GCtrovvkGJ6,4.5,3415,https://facebook.com/cremedelacreme.md,None,European cuisine,"Cafe, European"
Cristal Bistro,"Cristal Bistro, Albisoara St 84/6, MD-2005, Chișinău, Moldova",+373 605 02 040,https://maps.app.goo.gl/UMd9wA2bevC8rikeA,4.6,50,https://cristal-bistro.md/,None,Mixed kitchen,None
Crosta Kitchen & Bakery,"Crosta Kitchen & Bakery, Strada Miron Costin 13/7, MD-2068, Chișinău, Moldova",+373 603 28 232,https://maps.app.goo.gl/dvyPcCD7FxNFX7jF8,4.5,801,https://m.facebook.com/Crosta-Kitchen-and-Bakery-320621455209584/,None,European cuisine,"Baking, breakfast"
DABBLS,Strada Mitropolit Gavriil Bănulescu-Bodoni 31,None,https://www.google.com/maps/place/DABBLS/data=!4m7!3m6!1s0x40c97d11059175cd:0x2bb5b49efb2bee4c!8m2!3d47.0229177!4d28.8269965!16s%2Fg%2F11p4q98gw1!19sChIJzXWRBRF9yUARTO4r-560tSs?authuser=0&hl=ru&rclk=1,4.7,89,None,None,Mixed kitchen,"Breakfast, drinks"
Daito Sushi,"Daito Sushi, Alexander Pushkin St 7, Chișinău, Moldova",+373 793 33 051,https://maps.app.goo.gl/rTsj1ms2ywEJHbBV8,4.5,12,None,None,Asian cuisine,"Japanese, seafood, sushi, Asian"
Dayzi,"Dayzi, Strada Alexandru cel Bun 83, MD-2012, Chișinău, Moldova",+373 695 86 258,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d244b335c47:0xa487bdb65715928e!8m2!3d47.0275569!4d28.8365434!16s%2Fg%2F11s5mmz0lc?entry=ttu,4.4,210,https://www.instagram.com/dayzi.md/,tg @nastypetkova,Mixed kitchen,"International, Mediterranean, Russian"
DC Donuts & Coffee,"DC Donuts & Coffee, Alexander Pushkin St 16, Chișinău, Moldova",+373 694 41 221,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c2dc0e99519:0x44419afc3483a844!8m2!3d47.0191279!4d28.8277739!16s%2Fg%2F11g9d_52dk?entry=ttu,4.4,744,https://www.facebook.com/dcmoldova/,None,American cuisine,"American, cafes, European, drinks, baking"
Delice d'Ange,Strada 31 August 1989 117/2,+37(378)888440,https://www.google.com/maps/place/Delice+d%27Ange/data=!4m7!3m6!1s0x40c97c32376faafb:0x675c76c1ddac0db2!8m2!3d47.022277!4d28.829605!16s%2Fg%2F113dn__91!19sChIJ-6pvNzJ8yUARsg2s3cF2XGc?authuser=0&hl=ru&rclk=1,4.5,1 948,https://delicedange.md/,None,European cuisine,"French, cafe, European"
Divus,"Divus, Strada Mitropolit Gavriil Bănulescu-Bodoni 17A, MD-2012, Chișinău, Moldova",+373 780 59 595,https://maps.app.goo.gl/3SvvZKDjGN2jQnQS8,4.8,691,https://divus.md/,None,European cuisine,"European, modern, snack"
Dolce Parma,"Dolce Parma, Bulevardul Mircea cel Bătrîn 3, Chișinău, Moldova",+373 780 00 118,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d9d736cc6e1:0x80423e5537b6c8b9!8m2!3d47.039363!4d28.8890861!16s%2Fg%2F11gk8sqmtt?entry=ttu,4.6,210,None,None,Mixed kitchen,"Baking, cakes, desserts"
Don Cezar Pizza & Grill,"Strada Independenței 21/1, Chișinău, Молдова",+37(379)506009,https://www.google.com/maps/place/Don+Cezar+Pizza+%26+Grill/data=!4m7!3m6!1s0x40c9791556f9524d:0x3c21145289e79983!8m2!3d46.9782997!4d28.8640883!16s%2Fg%2F11h1sr19n3!19sChIJTVL5VhV5yUARg5nniVIUITw?authuser=0&hl=ru&rclk=1,4.0,787,http://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Cezar Pizza & Grill,Calea Ieşilor,+37(379)939939,https://www.google.com/maps/place/Don+Cezar+Pizza+%26+Grill/data=!4m7!3m6!1s0x40c97d8c7d1d8b43:0xc313cd0bdff5b2ec!8m2!3d47.0445122!4d28.7885168!16s%2Fg%2F11h9gtr1q9!19sChIJQ4sdfYx9yUAR7LL13wvNE8M?authuser=0&hl=ru&rclk=1,2.2,24,None,None,Italian Cuisine,"Italian, European"
Don Cezar Pizza & Grill,Strada Trandafirilor 13/1,+37(379)990060,https://www.google.com/maps/place/Don+Cezar+Pizza+%26+Grill/data=!4m7!3m6!1s0x40c97ea8c66286c3:0x2db4fceae1e914c3!8m2!3d46.9983444!4d28.8530769!16s%2Fg%2F11cn8_bp8c!19sChIJw4Zixqh-yUARwxTp4er8tC0?authuser=0&hl=ru&rclk=1,4.0,894,https://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Cezar Pizza & Grill,Strada Independenței 21/1,+37(379)506009,https://www.google.com/maps/place/Don+Cezar+Pizza+%26+Grill/data=!4m7!3m6!1s0x40c9791556f9524d:0x3c21145289e79983!8m2!3d46.9782997!4d28.8640883!16s%2Fg%2F11h1sr19n3!19sChIJTVL5VhV5yUARg5nniVIUITw?authuser=0&hl=ru&rclk=1,4.0,788,http://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Cezar Pizza & Grill,Strada Liviu Deleanu 1/3,+37(368)605564,https://www.google.com/maps/place/Don+Cezar+Pizza+%26+Grill/data=!4m7!3m6!1s0x40c97d951337a76f:0x6cb4c1105e4003f1!8m2!3d47.0396715!4d28.7693236!16s%2Fg%2F11cjnnr2lc!19sChIJb6c3E5V9yUAR8QNAXhDBtGw?authuser=0&hl=ru&rclk=1,4.0,1 612,https://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Cezar Pizza&Grill,Bulevardul Mircea cel Bătrîn 20/1,+37(322)009009,https://www.google.com/maps/place/Don+Cezar+Pizza%26Grill/data=!4m7!3m6!1s0x40c97dd43d69e849:0xeef5f670235aa160!8m2!3d47.047642!4d28.8912862!16s%2Fg%2F11q1tc1_kz!19sChIJSehpPdR9yUARYKFaI3D29e4?authuser=0&hl=ru&rclk=1,3.6,535,https://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Cezar Rîşcani,Strada Dumitru Rîșcanu 7/1,+37(360)651000,https://www.google.com/maps/place/Don+Cezar+R%C3%AE%C5%9Fcani/data=!4m7!3m6!1s0x40c97c5a49e1fd83:0x10d4d9e67cb1b4ef!8m2!3d47.0363606!4d28.8610491!16s%2Fg%2F11csqc1rln!19sChIJg_3hSVp8yUAR77SxfObZ1BA?authuser=0&hl=ru&rclk=1,4.0,1 286,https://doncezar.md/,None,Italian Cuisine,"Italian, European"
Don Kebab,"Strada Ismail 47, MD-2001, Chișinău, Молдова",+37(368)479700,https://www.google.com/maps/place/Don+Kebab/data=!4m7!3m6!1s0x40c97c3c5c69fd5d:0xbcdaec60f13781e7!8m2!3d47.0177118!4d28.8480843!16s%2Fg%2F11flzd_y_h!19sChIJXf1pXDx8yUAR54E38WDs2rw?authuser=0&hl=ru&rclk=1,3.6,22,http://donkebab.md/,None,Fast Food,"Kebab, Shaverma"
Donerci,"Strada Albişoara 4, Chișinău, Молдова",None,https://www.google.com/maps/place/Donerci/data=!4m7!3m6!1s0x40c97c1706fc616b:0xc750130bc9479347!8m2!3d47.0146655!4d28.8559221!16s%2Fg%2F11d_7tq06g!19sChIJa2H8Bhd8yUARR5NHyQsTUMc?authuser=0&hl=ru&rclk=1,4.0,1,None,None,Fast Food,"Kebab, Shaverma"
Double Beer Pub,"Double Beer Pub, Strada Cuza Vodă 18/2, Chișinău, Moldova",+373 604 21 000,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9794990a7e8df:0x7e0b816b9936d423!8m2!3d46.9819583!4d28.8596548!16s%2Fg%2F11c1nqq5yd?entry=ttu,4.5,826,None,None,Bar/beer,None
Draft,"Draft, 31 August 1989 St 78, Chișinău, Moldova",+373 682 53 533,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c331ad6c22b:0x4572376fbed1b3b4!8m2!3d47.0233612!4d28.8288857!16s%2Fg%2F1tfc9plg?entry=ttu,4.2,2336,https://www.instagram.com/berariadraft/?hl=en,повтор beraria draft,Bar/beer,None
Draft,Bulevardul Mircea cel Bătrîn 9B,+37(378)887555,https://www.google.com/maps/place/Draft/data=!4m7!3m6!1s0x40c97c8d90a94eb9:0x268cf93bbf3e1e0e!8m2!3d47.0446803!4d28.8896826!16s%2Fg%2F11g6wvnhbf!19sChIJuU6pkI18yUARDh4-vzv5jCY?authuser=0&hl=ru&rclk=1,4.3,1 615,None,None,Bar/beer,None
Draft Arena,Bulevardul Dacia 35,+37(360)714444,https://www.google.com/maps/place/Draft+Arena/data=!4m7!3m6!1s0x40c979494fed280d:0x9cd3bf66c50ff831!8m2!3d46.9844471!4d28.8611946!16s%2Fg%2F11b7l3rvvb!19sChIJDSjtT0l5yUARMfgPxWa_05w?authuser=0&hl=ru&rclk=1,4.3,3 039,http://www.facebook.com/berariadraft,None,Bar/beer,None
Drive Thru Coffee Point,"Drive Thru Coffee Point, Studentilor St 11/2, Chișinău, Moldova",+373 621 51 051,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d03596557b3:0x57dfc98619fcc042!8m2!3d47.0601354!4d28.8745401!16s%2Fg%2F11k7hyw57n?entry=ttu,4.5,388,None,None,Mixed kitchen,"coffee, drinks"
Eли-Пили,"Eli-Pili, Strada București 68, Chișinău, Moldova",+373 22 222 457,https://maps.app.goo.gl/t3RvHVA1bmXgwwsSA,4.5,3183,https://elipili.md/,None,European cuisine,"European, grill, Central European"
El Greco,"El Greco, Strada Vasile Alecsandri 86, Chișinău, Moldova",+373 697 11 151,https://maps.app.goo.gl/MgXMcKZucrCsToyy9,4.3,559,https://www.facebook.com/ElGrecoLoungeCafe/,None,Mixed kitchen,"Bar, Mediterranean, Greek, pub"
El Paso,"El Paso, Strada Armenească 10, Chișinău, Moldova",+373 22 921 166,https://maps.app.goo.gl/nnBP5chsnqDNM3LZ9,4.6,808,http://www.el-paso.md/,None,Mixed kitchen,"Mexican, Latin American"
Enogastronomia Tramezzini,Strada Alexei Şciusev 101,+37(362)034715,https://www.google.com/maps/place/Enogastronomia+Tramezzini/data=!4m7!3m6!1s0x40c97df5c424f32d:0xf8d1a107ef6e7cd5!8m2!3d47.0232434!4d28.8224373!16s%2Fg%2F11t64cqt8b!19sChIJLfMkxPV9yUAR1Xxu7weh0fg?authuser=0&hl=ru&rclk=1,4.9,135,http://www.tramezzini.md/,None,Italian Cuisine,None
Entourage,"Entourage, 31 August 1989 St 117/1, Chișinău, Moldova",+373 621 44 144,https://maps.app.goo.gl/hstcrwjAyQnH7nSZ7,3.8,521,https://www.facebook.com/entouragerestaurant/,None,Mixed kitchen,"Mediterranean, European, Asian"
EscoBar,"EscoBar, Alexander Pushkin St 32, Chișinău, Moldova",+373 685 00 552,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d153c2eaf2d:0xd0c2a329c4e01952!8m2!3d47.0253542!4d28.8366816!16s%2Fg%2F11hfbv8d6_?entry=ttu,4.7,232,https://escobar.md/,None,Bar/beer,None
Esushi,"Strada Nicolae H. Costin 50, Chișinău",+37(322)010101,https://www.google.com/maps/place/Esushi/data=!4m7!3m6!1s0x40c97d7cd6b72a51:0x63df15e87ba0fea2!8m2!3d47.0428394!4d28.771782!16s%2Fg%2F11n5s8g5k2!19sChIJUSq31nx9yUARov6ge-gV32M?authuser=0&hl=ru&rclk=1,4.2,168,http://www.esushi.md/,www.esushi.md,Asian cuisine,"Japanese, sushi"
Esushi Buiucani,"Strada Nicolae H. Costin 50, Chișinău, Молдова",+37(322)010101,https://maps.app.goo.gl/znH1Pos7BQUTHKDLA,4.2,168,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Esushi Izakaya Râșcani,"Bulevardul Moscova 15/7, Chișinău, Молдова",+37(360)579579,https://maps.app.goo.gl/Fg9nM1SWUfcZTV4p6,2.3,35,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Esushi sec. Centru,"Strada Sfatul Țării 14/1, MD-2000, Chișinău, Молдова",+37(360)579579,https://maps.app.goo.gl/PG3eAoVWrfkMhmfv7,4.5,1 652,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Esushi sec. Ciocana,"Bulevardul Mircea cel Bătrîn 14, MD-2000, Chișinău, Молдова",+37(322)010101,https://maps.app.goo.gl/yjXbLLobGDzCYAn59,4.3,322,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Esushi sectorul Botanica,"Bulevardul Dacia 47, MD-2020, Chișinău, Молдова",+37(322)010101,https://maps.app.goo.gl/ECP4LwtYx4YgTywf9,4.4,266,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Esushi Terasa ( Zity Mall),"Strada Calea Ieşilor 8, Chișinău, Молдова",+37(322)010101,https://maps.app.goo.gl/QKpyL9VaQy6RFSzL8,3.8,211,http://esushi.md/,None,Asian cuisine,"Japanese, sushi"
Et-Çi Mill & Grill,"Strada Columna 46, Chișinău, Молдова",+37(378)557343,https://maps.app.goo.gl/bsyna8PtJTZAEnoV6,4.3,369,None,None,Fast Food,None
Fabulous Kebab,"Strada Ion Creangă 6/3, Chișinău, Молдова",+37(368)222393,https://maps.app.goo.gl/xHuHaYKfpqCUqwQy8,4.2,340,None,None,Fast Food,None
Fahitas Snack,"Strada Mileşti 12/2, Chișinău, Молдова",+37(369)090967,https://www.google.com/maps/place/Fahitas+Snack/data=!4m7!3m6!1s0x40c97d760178920d:0xbc5deb8e783578ce!8m2!3d47.0108618!4d28.8442343!16s%2Fg%2F11vk7dn73k!19sChIJDZJ4AXZ9yUARzng1eI7rXbw?authuser=0&hl=ru&rclk=1,5.0,3,None,None,Fast Food,None
Fanconi Café,"Fanconi Café, Bd. Renașterii Naționale 5, MD-2005, Chișinău, Moldova",+373 793 33 000,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c51f3c9a99b:0x34063b6d0b975a93!8m2!3d47.0363323!4d28.848957!16s%2Fg%2F11cn9m3_f6?entry=ttu,4.3,375,https://m.facebook.com/fanconicafe/?locale2=ru_RU,None,Mixed kitchen,"Italian, French, Japanese,"
Faust,"Strada Mioriţa 10, Chișinău",+37(369)946594,https://maps.app.goo.gl/hhBu1hyrEX5zGxKj8,3.8,103,None,None,Fast Food,None
Flame RestoBar,"Flame RestoBar, Strada Lev Tolstoi 24/1, MD-2005, Chișinău, Moldova",+373 620 13 013,https://maps.app.goo.gl/2jeMVT2gHWfCs5q49,4.7,42,https://www.facebook.com/FlameRestoBar,None,Mixed kitchen,"Chinese, Japanese, European, Asian"
Food Mafia,"Food Mafia, Bulevardul Mircea cel Bătrîn 28/4, MD-2075, Chișinău, Moldova",+373 798 01 060,https://maps.app.goo.gl/RKTxYE6XtnfTZ29Z8,3.8,267,https://foodmafia.md/,None,Asian cuisine,sushi
Forest - Bar & Grill,Strada Nicolae H. Costin 63,None,https://www.google.com/maps/place/Forest+-+Bar+%26+Grill/data=!4m7!3m6!1s0x40cbd75b8ffd5567:0x999acaf84b726fa3!8m2!3d47.0412997!4d28.7747201!16s%2Fg%2F11nn4rmv34!19sChIJZ1X9j1vXy0ARo29yS_jKmpk?authuser=0&hl=ru&rclk=1,3.6,14,https://www.facebook.com/Forest-Bar-Grill-236197246943690/,None,Mixed kitchen,None
Fork Cafe,"Fork Cafe, Petricani St 17/3, Chișinău, Moldova",+373 695 56 626,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d78bc30f8d9:0xfff04f33bb1d6de5!8m2!3d47.0443747!4d28.8319451!16s%2Fg%2F11q398sj82?entry=ttu,4.9,23,https://www.facebook.com/FORK-CAFE-102830791277968/,None,Mixed kitchen,"cafeteria, breakfast, lunches, dinners"
Forshmak Gastronomic Restaurant,"Bulevardul Constantin Negruzzi 2/4, MD-2001, Chișinău, Молдова",+37(378)888829,https://www.google.com/maps/place/Forshmak+Gastronomic+Restaurant/data=!4m7!3m6!1s0x40c97c17b909c499:0xb415977129017897!8m2!3d47.015236!4d28.854082!16s%2Fg%2F11csbff8wr!19sChIJmcQJuRd8yUARl3gBKXGXFbQ?authuser=0&hl=ru&rclk=1,4.3,371,https://www.facebook.com/Forshmak.Restaurant/about?ref=page_internal,None,Russian kitchen,"Russian, East European, Ukrainian"
Fortus Café,"Fortus Café, Grigore Vieru Blvd 5, MD-2005, Chișinău, Moldova",+373 22 210 810,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c4a361ecb21:0xbc119dc21728f6b3!8m2!3d47.0297372!4d28.8392128!16s%2Fg%2F1vy7f2jy?entry=ttu,4.1,640,http://www.fortus.md/,None,Asian cuisine,"Japanese, sushi, European, Moldavian"
Fratelli RestoBar,"Fratelli RestoBar, Dacia Blvd 28/4, MD-2060, Chișinău, Moldova",+373 799 94 010,https://maps.app.goo.gl/eUQ7VtLd5EA9mcSB8,4.4,1781,None,None,Mixed kitchen,None
Fresco Café,"Fresco Café, Alexander Pushkin St 32, Chișinău, Moldova",+373 22 902 222,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c3428465553:0xb18d5c2003fa4de5!8m2!3d47.025273!4d28.8365432!16s%2Fg%2F11d_7x0zr7?entry=ttu,5.0,2,None,None,None,None
Fresh Garden,"Bulevardul Dacia 20, MD-2043, Chișinău, Молдова",+37(378)885544,https://www.google.com/maps/place/Fresh+Garden/data=!4m7!3m6!1s0x40c97f9bb31ffa4f:0x65cf10bec30c7bab!8m2!3d46.9880643!4d28.8538447!16s%2Fg%2F11q35yg8m9!19sChIJT_ofs5t_yUARq3sMw74Qz2U?authuser=0&hl=ru&rclk=1,4.6,162,None,None,European cuisine,"European, Italian"
Fuior,"Fuior, Alexander Pushkin St 30, MD-2012, Chișinău, Moldova",+373 689 44 944,https://maps.app.goo.gl/eRBYQsjvGmb3AbMf6,4.8,745,http://www.fuior.md/,None,European cuisine,"European, fusion, healthy, East European, Romanian"
